candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P40010316,2024,"BAILEY, JONATHAN THOMAS",,Challenger,P,0.0,0.0,0.0,{C00830596},,C00830596,
P40010324,2024,"ROBERTS, ROLLAN II",REPUBLICAN PARTY,Challenger,P,1283083.14,1283082.21,0.93,{C00830653},2024-05-02 00:00:00,C00830653,ROLLAN ROBERTS FOR PRESIDENT INC.
P40010373,2024,"CLAPP, WALTER DOUGLAS",REPUBLICAN PARTY,Challenger,P,33211.28,32601.42,678.65,{C00831354},2024-07-15 00:00:00,C00831354,CLAPP 2024
P40010381,2024,"POWELL, TAMIKO",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00831016},,C00831016,TAMIKO FOR PRESIDENT
P40010399,2024,"RAMOS, JONATHON ANGEL",FEDERALIST,Challenger,P,0.0,0.0,0.0,{C00826503},,,
P40010407,2024,"HERNANDEZ, SAUL REMI MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00831271},,C00831271,ALPHA POTUS
P40010415,2024,"NORRIS, JIM ALEXANDER SR",REPUBLICAN PARTY,Challenger,P,35430000.00,121230010.00,775779979.00,{C00831388},2024-12-31 00:00:00,C00831388,JIM A NORRIS FOR THE UNITED STATES PRESIDENT
P40010498,2024,"SOETAERT, MICHAEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00831412},,C00831412,
P40010506,2024,"HUMPHREY JR, ROBERT CAROLYLE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00785618},,C00785618,HUMPHREY FOR PRESIDENT OF THE UNITED STATES FREEDOM 2024
P40010514,2024,"PEREZ-SERRATO, ARMANDO",DEMOCRATIC PARTY,Challenger,P,42400.00,77495.70,-18700.00,{C00831677},2024-12-31 00:00:00,C00831677,ARMANDO PEREZ-SERRATO FOR PRESIDENT
P40010548,2024,"ANDERSON, FAREED",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00831941},,C00831941,FBMEDIARELATIONS
P40010571,2024,"JACOBS, MARK DUANE",REPUBLICAN PARTY,Challenger,P,0.00,0.00,0.00,{C00838375},2023-12-31 00:00:00,C00838375,IKWIVF - MARK D. JACOBS FOR PRESIDENT
P40010597,2024,"VAUGHN, EMORY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00832097},,C00832097,EMORY VAUGHN FOR PRESIDENT 2024
P40010605,2024,"DAY, AARON",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00832121},,C00832121,DAY 2024
P40010621,2024,"CAMILLERI, CHARLES WILLIAM",DEMOCRATIC PARTY,Challenger,P,41248.00,540.00,20100.00,{C00832287},2023-06-30 00:00:00,C00832287,CHARLES IN CHARGE
P40010647,2024,"LANG, TRAVIS KEITH",REPUBLICAN PARTY,Challenger,P,6000.00,2474.48,3506.62,{C00832337},2023-09-30 00:00:00,C00832337,TRAVIS K. LANG FOR PRESIDENT 2024
P40010654,2024,"EKUNDAYO, ERICK TOKS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00832394},,C00832394,OH AMAZING GRACE
P40010696,2024,"GIBBONS, MATTHEW MICHAEL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00831198},,C00831198,GIBBONS2024
P40010704,2024,"ZILBERBERG, BARAK",NO PARTY AFFILIATION,Challenger,P,3645.30,3325.90,319.40,{C00838151},2024-12-31 00:00:00,C00838151,FRIENDS OF BARAK ZILBERBERG
P40010746,2024,"LAFFEY, STEVE",REPUBLICAN PARTY,Challenger,P,164274.02,164274.02,0.00,{C00832600},2023-12-08 00:00:00,C00832600,STEVE LAFFEY FOR PRESIDENT
P40010761,2024,"WOODWARD, GLENDA JO",REPUBLICAN PARTY,Challenger,P,13.85,5024.85,0.00,{C00833335},2023-03-10 00:00:00,C00833335,US-MELLORISM
P40010837,2024,"JANOSKY, LOREN CHARLES MR",AMERICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00834275},,C00834275,SAVE AMERICANS
P40010845,2024,"ATKINSON, ERIC",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00832931},,C00832931,ERIC ATKINSON OF UNIVERSALSTARFORCE.COM
P40010878,2024,"RODRIGUEZ, JOANNA",NONE,Challenger,P,0.0,0.0,0.0,{C00832998},,C00832998,JOANNA RODRIGUEZ
P40010894,2024,"AZEVEDO, LARRY D",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00833616},,C00833616,AZEVEDO4PRESIDENT
P40010928,2024,"JOHNSON, PERRY",REPUBLICAN PARTY,Challenger,P,29704589.21,28803785.04,0.00,{C00833160},2024-04-30 00:00:00,C00833160,PERRY JOHNSON FOR PRESIDENT INC.
P40010936,2024,"GOODALE, JAMES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00833194},,C00833194,JAMES GOODALE FOR PRESIDENT
P40010951,2024,"PAYNE, ANGELINE L MRS.",OTHER,Challenger,P,25617.00,10253.00,13997.00,{C00833467},2024-03-31 00:00:00,C00833467,COMMITTEE FOR ANGELINE PAYNE FOR US PRESIDENT
P40010977,2024,"HALEY, NIKKI",REPUBLICAN PARTY,Challenger,P,58378347.50,56690680.61,1687666.89,{C00833392},2024-12-31 00:00:00,C00833392,SFA ACTION
P40010985,2024,"WILKES, JOSHUA DAVID",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00833509},,C00833509,JOSHUA & COMPANY
P40010993,2024,"DEMARCO, CHRISTIAN JOHN I SR",,Challenger,P,0.0,0.0,0.0,{C00833525},,C00833525,THE DEMARCO GROUP
P40011025,2024,"MISER, MICHELLE A MRS.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00833756},,C00833756,GYPSY HERITAGE HORSE RESCUE AND REHABILITATION/MICHELLE MISER
P40011058,2024,"JACKSON, WILLIAM G GEN BINARY III",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00833772},,C00833772,WGJ TO DEFEAT DONALD J TRUMP
P40011066,2024,"SPARKS, JACK",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00833798},,C00833798,REPUBLICAN
P40011082,2024,"RAMASWAMY, VIVEK",REPUBLICAN PARTY,Challenger,P,66197196.43,66197196.43,0.00,{C00833913},2024-09-30 00:00:00,C00833913,VIVEK 2024
P40011116,2024,"PETRI, FLOYD NEAL MR JR",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00855031},,C00855031,FLOYD PETRI FOR PRESIDENT
P40011124,2024,"RESSLER, CLAYTON CHARLES",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00834051},,C00834051,CLAYTON RESSLER FOR PRESIDENT
P40011132,2024,"DIXON, DANIELLE DELOUISE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00834085},,C00834085,DANIELLE DELOUISE DIXON
P40011157,2024,"FARMS, WILLIAM",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00834176},,C00834176,WILLIAM BRENDAN FARMS
P40011181,2024,"DIAS, CHRISTOPHER LEE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00834317},,C00834317,THE COMMITTEE TO PLAN PARTIES
P40011199,2024,"DOTSON, HOWARD",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00834325},,C00834325,HOWARD DOTSON FOR PRESIDENT
P40011215,2024,"MOSS, CHARLES KENNETH",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00833251},,C00833251,CHARLES KENNETH MOSS FOR US PRESIDENT
P40011231,2024,"KRUEGER, ZACHARY",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00834523},,C00834523,LONE WOLF NATIONAL COMMITTEE
P40011249,2024,"WILSON, DEBBIE RICA FERICA DR.",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00834564},,C00834564,D. RICA WILSON FOR U.S. PRESIDENT
P40011256,2024,"GORNEY, HEATH R. MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00834572},,C00834572,HEATH GORNEY FOR PRESIDENT
P40011264,2024,"HOUGLAND, ADAM MICHAEL MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00834614},,C00834614,ADAM M HOUGLAND FOR PRESIDENT
P40011298,2024,"HENRIQUES, LORI MS",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00834671},,C00834671,LORI HENRIQUES
P40011306,2024,"DILLON, BRETT ALLEN REV. DR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00873604},,C00873604,DILLON FOR THE PEOPLE CAMPAIGN COMMITTEE
P40011330,2024,"PALMER, MICHAEL PALMER - NNB",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00834804},,C00834804,MICHAEL PALMER
P40011405,2024,"CHANDLER, MATTHEW WALTER",JEWISH/CHRISTIAN NATIONAL,Challenger,P,0.0,0.0,0.0,{C00835157},,C00835157,MATTHEWS FIGHT FOR AMERICA
P40011439,2024,"DAVIS, GARY G MR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00840769},,C00840769,ELECT GARY DAVIS
P40011447,2024,"PATTON, ROYCE MARIE GODDESS",UNKNOWN,Challenger,P,0.0,0.0,0.0,{C00840090},,C00840090,PEOPLE AGAINST GOVERNMENT CORRUPTION
P40011462,2024,"HARDIN, JONATHAN",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00835520},,C00835520,JT FOR PRESIDENT
P40011470,2024,"NICHOLAS, GIBRAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00835603},,C00835603,NICHOLAS 2024
P40011488,2024,"CORTES, JOSE SANTOS MR. JR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00836098,C00839589}",,C00839589,JOSE SANTOS CORTES JR. - MAKE AMERICA BRILLIANT - US
P40011496,2024,"PARKER, JANET",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00835793},,C00835793,ONE PAW
P40011512,2024,"GREATHOUSE, CHRISTINA",UNAFFILIATED,Challenger,P,0.0,0.0,0.0,{C00835843},,C00835843,THE FREE JULIE PROJECT
P40011520,2024,"STACK, BRIAN PATRICK",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00835876,C00838086}",,C00838086,COMMITTEE BRIAN PATRICK STACK
P40011538,2024,"HARSHAW, ALBERT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00835918},,C00835918,ALBERT HARSHAW 4 PRESIDENT
P40011579,2024,"WASHINGTON, JOHN III",DEMOCRATIC PARTY,Challenger,P,200.00,0.00,200.00,{C00836106},2023-03-31 00:00:00,C00836106,JOHN WASHINGTON FOR U.S. PRESIDENT
P40011587,2024,"FITZGERALD, MARK CHARLES JR.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00836130},,C00836130,MARK CHARLES FITZGERALD JR. FOR PRESIDENT
P40011595,2024,"KENT, VAN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,"{C00836155,C00846345}",,C00846345,VAN E KENT COMMITTEE
P40011629,2024,"FARMS, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00836213},,C00836213,WILLIAM FARMS FALSE MESSIAH
P40011645,2024,"KJORNES, DONALD",REPUBLICAN PARTY,Challenger,P,10028.00,9997.92,30.04,{C00837773},2024-07-16 00:00:00,C00837773,DONALD KJORNES FOR PRESIDENT 2024
P40011660,2024,"BEATTY, STANLEY CLINT",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00844456},,C00844456,CLINT BEATTY FOR PRESIDENT
P40011728,2024,"CID, ERICK MR.",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00836551},,C00836551,ERICK CID FOR PRESIDENT COMMITTEE
P40011744,2024,"CHRIST, JESUS",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00836650},,C00836650,JESUS CHRIST
P40011751,2024,"VALENTINE, CHRIS ADAM MR",NONE,Challenger,P,0.0,0.0,0.0,{C00836684},,C00836684,CHRIS ADAM VALENTINE
P40011777,2024,"TANNER, SUZZANNA V",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00836536},,C00836536,COMMITTEE OF SUZZANNA TANNER FOR PRESIDENT
P40011793,2024,"KENNEDY, ROBERT, F. JR., SHANAHAN, NICOLE",INDEPENDENT,Challenger,P,67278247.27,66539069.36,739177.91,{C00836916},2024-12-31 00:00:00,C00836916,TEAM KENNEDY
P40011801,2024,"JAMES, BRYAN",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00787408},,C00787408,BRYAN'S PRESIDENTIAL COMMITTEE
P40011843,2024,"FELTON, ALIDA",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00837922},,C00837922,ALIDA FELTON'S A NEW DAY OF HOPE ELECTION COMMITTEE
P40011850,2024,"HUTCHINSON, W. ASA",REPUBLICAN PARTY,Challenger,P,1587081.91,1587081.91,0.00,{C00837104},2024-10-31 00:00:00,C00837104,"ASA FOR AMERICA, INC."
P40011868,2024,"BINKLEY, RYAN",REPUBLICAN PARTY,Challenger,P,11884131.37,11882640.35,1491.02,{C00836544},2024-12-31 00:00:00,C00836544,BINKLEY FOR PRESIDENT 2024
P40011876,2024,"ASHCRAFT, TODD J",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00838136},,C00838136,TODD ASHCRAFT PRESIDENTIAL COMMITTEE
P40011892,2024,"KLUESNER, JEREMY J",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00837823},,C00837823,JEREMY KLUESNER
P40011900,2024,"ST CLAIR, TIMOTHY CLINT MR.",OTHER,Challenger,P,0.0,0.0,0.0,{C00837179},,C00837179,FRIENDS OF TIM ST.CLAIR
P40011926,2024,"WALTERS, RICHARD JOHN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00837203},,C00837203,COMMITTEE TO ELECT RICHARD JOHN WALTERS PRESIDENT OF THE UNITED STATES OF AMERICA 2024
P40011983,2024,"OLIVER, CHASE RUSSELL",LIBERTARIAN PARTY,Challenger,P,481989.85,479897.43,2092.42,{C00837625},2024-12-31 00:00:00,C00837625,CHASE OLIVER FOR PRESIDENT
P40012015,2024,"AYYADURAI, SHIVA DR.",INDEPENDENT,Challenger,P,169036.35,146413.56,22622.79,{C00842112},2024-12-31 00:00:00,C00842112,SHIVA 4 PRESIDENT
P40012031,2024,"PINA, RODOLFO JR",NONE,Challenger,P,0.0,0.0,0.0,{C00837385},,C00837385,RODOLFO PINA JR
P40012049,2024,"KELLY, JEREMY 4798573999",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,"{C00837393,C00837419}",,C00837419,JEREMY KELLY FOR PRESIDENT 2024
P40012056,2024,"STEWART, BENJAMIN (BEN)",WRITE-IN,Challenger,P,0.0,0.0,0.0,{C00827402},,C00827402,BEN STEWART
P40012064,2024,"NELSON, RICHARD HALE 5127994119",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,"{C00837500,C00837930}",,C00837930,RICHARD HALE NELSON FOR PRESIDENT
P40012080,2024,"EBERWINE, MARK ALAN MR.",OTHER,Challenger,P,0.0,0.0,0.0,{C00866616},,C00866616,MARK EBERWINE
P40012148,2024,"MOLAISON, JOHN ANTHONY",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00837872},,C00837872,AMERICA
P40012171,2024,"SANDRICK, TRACI ANN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00837955},,C00837955,UNITED WE STAND 2024
P40012189,2024,"COLEMAN, GERRY",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00838045},,C00838045,GERRY COLEMAN
P40012205,2024,"FOREMAN, JOSEPH",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00837153},,C00837153,JOSEPH AFROMAN FOREMAN FOR PRESIDENT 
P40012239,2024,"SNIDER, MESSIAH MARTY ERRIN",OTHER,Challenger,P,0.0,0.0,0.0,{C00838409},,C00838409,MESSIAHS CHAPEL ONE WORLD ORDER
P40012247,2024,"POWELL, SYKEMA",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00838425},,C00838425,SYKEMA POWELL PRESIDENT OF 2024
P40012262,2024,"LORENZ, FRANCIS JOE MAMA",OTHER,Challenger,P,0.0,0.0,0.0,{C00838516},,C00838516,LORENZ FOR PRESIDENT
P40012288,2024,"VASQUEZ, DANNY RAY",NONE,Challenger,P,0.0,0.0,0.0,{C00838508},,C00838508,CABINET OF DANNY RAY VASQUEZ
P40012346,2024,"LANE, DENNIS LORY",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00838581},,C00838581,WESTVILLE
P40012361,2024,"BEAMON, SHAQUANA MS",OTHER,Challenger,P,0.0,0.0,0.0,{C00838730},,C00838730,JUST 4 PHE
P40012379,2024,"BURBRIDGE, BRUCE",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00838714},,C00838714,BRUCE 4 PRESIDENT
P40012387,2024,"SAMPLES, KACEY NICOLE",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00839068},,C00839068,SAMPLES FOR ALL
P40012437,2024,"SMREKER, ANDREW",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00838979},,C00838979,THE COMMITTEE TO ELECT ANDREW SMREKER
P40012445,2024,"JACOBS, KEITH S",NO PARTY AFFILIATION,Challenger,P,7330.00,7616.47,-286.47,{C00840058},2024-12-31 00:00:00,C00840058,KEITH JACOBS FOR PRESIDENT
P40012452,2024,"GRAY, TYLER",GREEN PARTY,Challenger,P,0.0,0.0,0.0,{C00838987},,C00838987,GREEN PARTY CANDIDATE
P40012486,2024,"OLUKORE, ADE OBA",AMERICAN PEOPLE'S FREEDOM PARTY,Challenger,P,0.0,0.0,0.0,{C00838995},,C00838995,IFE OLUKORE
P40012510,2024,"ENDELEY, SAINT JERMAINE MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00892745},,C00892745,ENDELEY 2028
P40012551,2024,"EDGELL, SAUNDRA LOU",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00839225},,C00839225,MOM
P40012593,2024,"ELDER, LARRY",REPUBLICAN PARTY,Challenger,P,1376324.53,1375552.52,772.01,{C00839365},2024-12-31 00:00:00,C00839365,ELDER FOR PRESIDENT 24
P40012601,2024,"JOHNSON, LARRY",OTHER,Challenger,P,0.0,0.0,0.0,{C00837310},,,
P40012619,2024,"HUSSEIN, AZEEM",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00859272},,C00859272,FRIENDS OF AZEEM
P40012627,2024,"LOVELESS, CARSON",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00839506},,C00839506,CARSON LOVELESS FOR PRESIDENT 2024
P40012635,2024,"HARVEY, JIMMY EDWARD MR.",NO PARTY AFFILIATION,Challenger,P,0.0,0.0,0.0,{C00839571},,C00839571,JIM HARVEY FOR PRESIDENT
P40012676,2024,"COHEN, HOWARD RUSSELL",INDEPENDENT,Challenger,P,87165.87,87165.87,0.00,{C00845313},2023-09-30 00:00:00,C00845313,HOWARD RUSSELL COHEN FOR PRESIDENT
P40012684,2024,"OLUKORE, ADE OBA",AMERICAN PEOPLE'S FREEDOM PARTY,Challenger,P,0.0,0.0,0.0,{C00838995},,C00838995,IFE OLUKORE
P40012692,2024,"CASTENADA, JON",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00586024},,C00586024,
P40012726,2024,"FARMS, WILLIAM PROFESSOR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00839795},,C00839795,PROFESSOR WILLIAM FARMS
P40012734,2024,"DRAKE, PHILLIP JOSEPH",INDEPENDENT,Challenger,P,153000.00,875200.00,-722200.00,{C00839845},2023-12-31 00:00:00,C00839845,PHILLIP DRAKE UNITING AMERICA 2024
P40012767,2024,"BROOKS, SHARON E.",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00838573},,C00838573,OUR MS. BROOKS FOR PRESIDENT
P40012775,2024,"WALLACE, WILLIAM",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00840066},,C00840066,WALLACE 2024
P40012833,2024,"ASHLEY, ANDREW",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00841239},,C00841239,ANDREW ASHLEY IT'S GONNA HAPPEN 2024
P40012841,2024,"GONZAGA, JOSEPH LUIZ",NONE,Challenger,P,0.00,0.00,0.00,{C00840389},2024-12-31 00:00:00,C00840389,JOSEPH LUIZ GONZAGA
P40012882,2024,"EVERETT, ANDREW L MR",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00840652},,C00840652,ANDREW EVERETT
P40012916,2024,"PARK, SAE HOON",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00840785},,C00840785,JOHN JONATHAN SEBASTIAN-PERRY PARK CAMPAIGN FOR SECRETARY OF STATE
P40012957,2024,"SIGMON, MICHAEL",PROGRESSIVE PARTY,Challenger,P,0.0,0.0,0.0,"{C00840819,C00843177}",,C00843177,MICHAEL SIGMON
P40012965,2024,"BRASCH, MAUREEN THE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00840827},,C00840827,THE BRASCH PARDEE
P40012973,2024,"DICKSON, SIMONE",OTHER,Challenger,P,0.0,0.0,0.0,{C00840835},,C00840835,ADVOCATES ESSENTIAL
P40012999,2024,"HURT, SAMUEL LEVI",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00840967},,C00840967,COMMITTE TO ELECT SAMUEL L HURT PRESIDENT 2024
P40013005,2024,"CHARYTON, CHRISTINE",,Challenger,P,0.0,0.0,0.0,{C00839985},,C00839985,DR. CHARYTON A TEAM
P40013013,2024,"FISCHER, JOHN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00841031},,C00841031,JOHN FISCHER FOR PRESIDENT
P40013039,2024,"DESANTIS, RON",REPUBLICAN PARTY,Challenger,P,375129.07,375129.07,0.00,{C00834853},2023-09-18 00:00:00,,
P40013096,2024,"TILLINGHAST, MICHAEL",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00841197},,C00841197,TILLINGHAST FOR PRESIDENT
P40013112,2024,"ROSALES, MIKE",,Challenger,P,0.0,0.0,0.0,{C00841171},,C00841171,"MIKE ROSALES FOR PRESIDENT, USA"
P40013120,2024,"WELTON, ROGER",AMERICAN INDEPENDENT CONSERVATIVE,Challenger,P,0.0,0.0,0.0,{C00841320},,C00841320,ROGER WELTON
P40013195,2024,"KRYZENSKE, ERIC",NON-PARTY,Challenger,P,0.0,0.0,0.0,{C00841494},,C00841494,KRYZENSKE FOR AMERICA
P40013245,2024,"SELKE, CHRISTOPHER ALAN",AMERICAN INDEPENDENT PARTY,Challenger,P,0.0,0.0,0.0,{C00841544},,C00841544,THE ONE
P40013278,2024,"JAKUBOWSKI, MICHELE LYNN",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00830992},,C00830992,MICHELE LYNN JAKUBOWSKI FOR PRESIDENT 2024
P40013286,2024,"VIDAL, VALENTINE C ESQ",DEMOCRATIC PARTY,Challenger,P,0.00,0.00,0.00,{C00842005},2024-11-05 00:00:00,C00842005,VIDAL 4 PRESIDENT
P40013294,2024,"HORN, KANDY KAYE BSS.",REPUBLICAN PARTY,Challenger,P,0.00,0.00,0.00,{C00841635},2023-09-30 00:00:00,C00841635,KANDY KAYE HORN FOR PRESIDENT
P40013336,2024,"GREENSTEIN, MARK STEWART MR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00841841},,C00841841,STEWART FOR LIBERTY AND JUSTICE
P40013351,2024,"GARRITY, CHRISTOPHER",NONE,Challenger,P,40500.00,39393.05,1050.56,{C00841916},2024-12-31 00:00:00,C00841916,CHRIS GARRITY FOR PRESIDENT
P40013369,2024,"SWIFT, RACHEL HANNAH",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00841932},,C00841932,RACHEL SWIFT 2024 FOR PRESIDENT
P40013377,2024,"FARMS, WILLIAM",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00841940},,C00841940,LUCKY WILLIAM FARMS
P40013393,2024,"375 ROB ROY DR, DAVID J SR SR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,"{C00841965,C00841999}",,C00841965,DAVID JOSHUA COOK BARNARD
P40013401,2024,"375 ROB ROY DR, DAVID J SR SR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,"{C00841965,C00841999}",,C00841965,DAVID JOSHUA COOK BARNARD
P40013419,2024,"BARNARD, DAVID J JR JR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,"{C00841965,C00841999}",,C00841965,DAVID JOSHUA COOK BARNARD
P40013427,2024,"SHIPMAN, BRANDON JAMAL",OTHER,Challenger,P,0.0,0.0,0.0,{C00841981},,C00841981,THE GRADUATION PARTY
P40013435,2024,"PENCE, MIKE",REPUBLICAN PARTY,Challenger,P,7150753.11,6921541.28,229211.83,{C00842039},2024-12-31 00:00:00,C00842039,MIKE PENCE FOR PRESIDENT
P40013443,2024,"ADAMS EDWARDS, RACHEL AZELL DR.",OTHER,Challenger,P,0.0,0.0,0.0,{C00843169},,C00843169,DR. RACHEL A. EDWARDS FOR UNITED STATES PRESIDENT 2024
P40013450,2024,"BAX, TIMOTHY",,Challenger,P,0.0,0.0,0.0,{C00842161},,C00842161,TIMOTHY BAX
P40013484,2024,"CHAVEZ, RICK (NMI) DR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00842245},,C00842245,"COMMITTEE TO ELECT RICK CHAVEZ, M.D. FOR PRESIDENT OF THE UNITED STATES"
P40013492,2024,"BUZARD, CLIFFORD STANLEY MR JR",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00842294},,C00842294,CLIFFORD BUZARD FOR PRESIDENT
P40013500,2024,"CHARLES, CELINA MAY",INDEPENDENCE PARTY,Challenger,P,0.0,0.0,0.0,{C00842351},,C00842351,CELINA CHARLES FOR PRESIDENT 2024
P40013518,2024,"BURGUM, DOUG",REPUBLICAN PARTY,Challenger,P,18007928.85,18006938.99,989.86,{C00842302},2024-12-31 00:00:00,C00842302,"DOUG BURGUM FOR AMERICA, INC."
P40013534,2024,"DAMMS, JOHN",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00842328},,,
P40013575,2024,"MANALAKOS, ANTHONY MR.",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00842468},,C00842468,THE NEW DEMOCRATIC PARTY OF OHIO FOR ANTHONY MANALAKOS
P40013591,2024,"BODDIE, PRESIDENT R19",INDEPENDENT,Challenger,P,0.0,0.0,0.0,{C00842492},,C00842492,THE GRACE OF GOD POWER PROPHETIC DELIVERANCE MINISTRIES
P40013617,2024,"BECKER, ROBERT MICHAEL MR",DEMOCRATIC PARTY,Challenger,P,0.0,0.0,0.0,{C00845248},,C00845248,ROBERT MICHAEL BECKER'S BE PERFECT COMMITTEE
P40013633,2024,"LAPORTE, CHASE",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00832840},,C00832840,LAPORTE FOR A BRIGHTER AMERICA
P40013682,2024,"HENRY, RUSSELL",REPUBLICAN PARTY,Challenger,P,0.0,0.0,0.0,{C00842799},,C00842799,HENRY2024
